age,default,balance,housing,loan,day,duration,campaign,pdays,previous,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,marital_married,marital_single,education_secondary,education_tertiary,contact_telephone,contact_unknown,month_aug,month_dec,month_feb,month_jan,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep,poutcome_other,poutcome_success,poutcome_unknown,age_group_18-30,age_group_31-40,age_group_41-50,age_group_51-60,age_group_60+,balance_negative,balance_low,balance_medium,balance_high,campaign_single,campaign_few,campaign_many,previously_contacted,duration_short,duration_medium,duration_long,age_job_blue-collar,age_job_entrepreneur,age_job_housemaid,age_job_management,age_job_retired,age_job_self-employed,age_job_services,age_job_student,age_job_technician,age_job_unemployed,balance_housing,duration_previous
0.40024495522053705,0,-0.4381656064378709,0,1,1.8220075586051057,-0.34857200838052105,0.5005771636550364,-0.5786582341162213,-0.3632598446560345,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,0,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0
0.40024495522053705,0,1.0630085021531495,0,0,-1.5032650262355356,-0.3226438401551682,-0.8142698302777832,1.7385890487694322,3.127286920479579,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,1,False,True,False,0,0,0,0,0,0,0,0,0,0,0,260
-1.3625595391257597,0,-0.7249150536366492,0,1,-0.5531871448524953,-0.48973647982966406,-0.8142698302777832,1.7385890487694322,0.07305850098591721,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,1,False,True,False,0,0,0,0,0,0,0,0,25,0,0,202
0.14841574174249464,0,1.6083511200815754,1,0,0.6344102068763052,1.1610235638511306,0.5005771636550364,-0.5786582341162213,-0.3632598446560345,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,0,False,False,True,0,0,0,0,0,0,0,0,43,0,3288,0
-0.35524268521359015,0,-0.6671205914105388,0,0,0.8719296772220653,-0.28807294918803117,-0.1568463333113734,-0.5786582341162213,-0.3632598446560345,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,0,False,True,False,37,0,0,0,0,0,0,0,0,0,0,0
-0.4391857563729376,0,-0.5552364401779406,1,1,-1.1469858207168955,3.5291295951000197,-0.1568463333113734,-0.5786582341162213,-0.3632598446560345,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,0,False,False,True,0,0,0,0,0,0,0,0,36,0,368,0
-0.2712996140542427,0,1.517213698878863,1,0,-0.43442740967961524,-0.6337818588594017,-0.1568463333113734,-0.5786582341162213,-0.3632598446560345,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,0,True,False,False,0,0,0,0,0,0,38,0,0,0,3165,0
0.568131097539232,0,-0.7752999694235146,0,0,1.4657283530864655,-0.7922317757921133,0.5005771636550364,-0.5786582341162213,-0.3632598446560345,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,0,True,False,False,0,0,48,0,0,0,0,0,0,0,0,0
-0.8589011121696749,0,-0.37666637099213807,1,0,-0.19690793933385514,2.1722221246398896,-0.8142698302777832,1.7385890487694322,0.07305850098591721,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,1,False,False,True,31,0,0,0,0,0,0,0,0,0,609,1126
-1.1107303256477175,0,-0.4937372047322078,1,0,-0.3156676745067352,-0.20164572177018855,-0.8142698302777832,1.7385890487694322,0.07305850098591721,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,1,False,True,False,0,0,0,0,0,0,0,0,0,0,451,302
-0.6070718986916326,0,-0.7501075115300819,1,0,-1.1469858207168955,-0.16707483080305147,0.5005771636550364,-0.5786582341162213,-0.3632598446560345,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,0,False,True,False,0,0,0,34,0,0,0,0,0,0,105,0
0.6520741686985795,0,-0.5226344358452629,0,0,0.39689073653054513,2.6533336905992138,2.4728476545542657,-0.5786582341162213,-0.3632598446560345,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,0,False,False,True,0,0,0,0,0,0,0,0,49,0,0,0
-1.1946733968070649,0,2.2003738805772444,1,0,1.4657283530864655,-0.8008744985338976,-0.8142698302777832,-0.5786582341162213,-0.3632598446560345,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,0,True,False,False,0,0,0,0,0,27,0,0,0,0,4087,0
-0.01947040057620028,0,-0.8056791098244188,0,0,0.8719296772220653,1.8178704922267348,-0.8142698302777832,-0.5786582341162213,-0.3632598446560345,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,0,False,False,True,0,0,0,0,0,0,0,0,41,0,0,0
-0.2712996140542427,0,1.1534049687119374,1,0,0.39689073653054513,-0.6020918754728595,-0.1568463333113734,-0.5786582341162213,-0.3632598446560345,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,0,True,False,False,0,0,0,0,0,38,0,0,0,0,2674,0
2.7506509476822663,0,2.2003738805772444,0,0,-0.43442740967961524,0.05187414532214991,-0.1568463333113734,1.7385890487694322,0.9456951922698207,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,1,False,True,False,0,0,0,0,74,0,0,0,0,0,0,390
0.9039033821766218,0,-0.7263969629244982,0,0,-1.1469858207168955,-0.41771379031479516,-0.1568463333113734,-0.5786582341162213,-0.3632598446560345,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,0,False,True,False,0,0,0,0,0,0,0,0,52,0,0,0
-0.5231288275322851,0,-0.8279077491421536,1,0,0.5156504717034252,2.399813823506875,-0.8142698302777832,-0.5786582341162213,-0.3632598446560345,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,0,False,False,True,35,0,0,0,0,0,0,0,0,0,0,0
0.06447267058314718,1,-0.8160524748393617,0,0,-0.5531871448524953,-0.8440881122428189,-0.8142698302777832,-0.5786582341162213,-0.3632598446560345,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,0,True,False,False,0,0,42,0,0,0,0,0,0,0,0,0
-0.9428441833290224,0,0.2583317588511514,0,0,-0.43442740967961524,-0.7518990696637867,1.1580006606214461,-0.5786582341162213,-0.3632598446560345,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,0,True,False,False,0,0,0,30,0,0,0,0,0,0,0,0
-1.0267872544883698,0,-0.48410479436118936,0,0,-0.7907066151982554,-0.47245103434609553,-0.1568463333113734,1.7385890487694322,0.9456951922698207,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,1,False,True,False,0,0,0,0,0,0,0,0,0,0,0,208
-0.6070718986916326,0,0.2590727134950759,1,0,0.159371266184785,-0.7461372545025973,-0.8142698302777832,1.7385890487694322,0.5093768466278689,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,1,True,False,False,0,0,0,0,0,0,0,0,0,0,1467,113
1.6593910226107491,0,-0.7641856497646473,0,0,0.8719296772220653,-0.6424245816011861,-0.8142698302777832,-0.5786582341162213,-0.3632598446560345,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,0,True,False,False,0,0,0,0,61,0,0,0,0,0,0,0
-0.10341347173554775,0,0.5117382470733276,1,0,-0.43442740967961524,0.5416284340232582,-0.8142698302777832,-0.5786582341162213,-0.3632598446560345,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,0,False,True,False,40,0,0,0,0,0,0,0,0,0,1808,0
-0.35524268521359015,0,-0.7982695633851739,0,0,1.3469686179135856,1.9042977196445774,1.1580006606214461,-0.5786582341162213,-0.3632598446560345,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,0,False,False,True,0,0,0,37,0,0,0,0,0,0,0,0
